cancelacion,genero,jubilado,en_pareja,dependientes,meses_contrato,servicio_telefonico,multiples_lineas,servicio_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_efectivo,streaming_TV,streaming_peliculas,tipo_contrato,facturacion_electronica,metodo_pago,cuenta_mensual,cuentas_total,cuentas_diarias
0,Masculino,No,No,No,14,Si,Si,No,No,No,No,No,No,No,un year,Si,tarjeta de credito,24.8,321.7,0.05904761904761905
1,Femenino,No,No,No,25,Si,No,DSL,Si,Si,Si,Si,Si,No,un year,No,cheque por correo,74.3,1863.8,0.09906666666666666
1,Femenino,Si,No,No,27,Si,Si,Fibra_optica,No,No,Si,No,No,No,mes a mes,Si,cheque electronico,78.05,2135.5,0.09635802469135803
1,Femenino,No,No,No,1,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,74.5,74.5,2.4833333333333334
0,Femenino,Si,Si,No,12,Si,No,DSL,Si,No,Si,Si,Si,Si,un year,Si,cheque electronico,79.2,943.85,0.22
0,Masculino,No,Si,Si,13,Si,No,DSL,No,Si,Si,Si,No,No,mes a mes,No,transferencia,61.8,750.1,0.15846153846153846
0,Masculino,No,Si,Si,69,Si,Si,Fibra_optica,No,No,No,Si,Si,Si,dos years,Si,cheque electronico,99.35,6856.45,0.0479951690821256
0,Femenino,No,No,Si,35,Si,Si,DSL,No,No,No,No,No,No,mes a mes,No,cheque por correo,50.15,1655.35,0.04776190476190476
0,Masculino,No,Si,Si,64,Si,Si,Fibra_optica,No,No,Si,No,No,Si,un year,No,tarjeta de credito,90.25,5629.15,0.04700520833333333
1,Femenino,No,Si,No,21,Si,Si,Fibra_optica,Si,No,Si,No,Si,Si,mes a mes,Si,transferencia,104.4,2200.25,0.16571428571428573
1,Masculino,Si,No,No,2,Si,Si,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,93.85,196.75,1.5641666666666665
0,Femenino,No,No,No,20,Si,No,No,No,No,No,No,No,No,un year,Si,tarjeta de credito,19.35,433.75,0.03225
0,Masculino,No,No,No,26,Si,No,DSL,No,No,No,Si,No,No,mes a mes,No,transferencia,49.15,1237.3,0.0630128205128205
1,Masculino,No,No,No,3,No,sin servicio teleonico,DSL,No,Si,No,Si,No,No,mes a mes,Si,cheque por correo,36.85,108.7,0.40944444444444444
0,Femenino,No,No,Si,4,Si,Si,No,No,No,No,No,No,No,mes a mes,Si,cheque por correo,25.45,84.2,0.21208333333333332
0,Femenino,No,Si,Si,7,Si,No,DSL,Si,Si,Si,Si,Si,No,mes a mes,Si,cheque electronico,75.7,554.05,0.3604761904761905
1,Masculino,No,No,No,2,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque por correo,44.65,74.9,0.7441666666666666
1,Masculino,Si,Si,No,46,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,mes a mes,Si,cheque electronico,101.0,4680.05,0.07318840579710145
1,Femenino,No,Si,Si,5,Si,No,Fibra_optica,No,No,No,Si,Si,No,mes a mes,Si,cheque electronico,85.75,470.95,0.5716666666666667
0,Femenino,No,No,No,10,No,sin servicio teleonico,DSL,No,Si,No,Si,No,No,mes a mes,No,cheque electronico,36.25,374.0,0.12083333333333333
1,Femenino,Si,No,No,13,Si,No,Fibra_optica,No,No,Si,No,No,No,mes a mes,Si,cheque electronico,74.3,940.35,0.1905128205128205
0,Femenino,No,Si,No,71,Si,Si,No,No,No,No,No,No,No,dos years,No,transferencia,24.75,1836.9,0.011619718309859155
0,Femenino,No,No,No,42,Si,Si,DSL,Si,Si,No,No,No,No,un year,Si,transferencia,60.15,2421.6,0.04773809523809524
0,Masculino,No,No,No,9,Si,Si,Fibra_optica,No,Si,No,No,Si,Si,mes a mes,Si,tarjeta de credito,99.3,918.75,0.36777777777777776
1,Masculino,No,Si,No,61,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,cheque electronico,105.55,6281.45,0.0576775956284153
0,Masculino,No,No,No,2,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,tarjeta de credito,71.3,157.75,1.1883333333333332
0,Masculino,No,Si,Si,60,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,No,transferencia,74.35,4453.3,0.041305555555555554
0,Femenino,No,No,No,39,No,sin servicio teleonico,DSL,No,No,Si,No,Si,Si,mes a mes,Si,tarjeta de credito,50.65,1905.4,0.04329059829059829
0,Masculino,No,Si,Si,15,Si,No,No,No,No,No,No,No,No,un year,Si,cheque por correo,19.5,239.75,0.043333333333333335
0,Masculino,No,No,No,7,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque por correo,43.9,278.4,0.20904761904761904
0,Femenino,No,No,No,15,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,19.6,331.6,0.043555555555555556
0,Femenino,No,Si,No,61,Si,Si,Fibra_optica,No,No,No,Si,Si,Si,un year,No,transferencia,101.15,6383.9,0.05527322404371585
0,Femenino,No,Si,Si,19,Si,No,DSL,No,No,Si,No,No,No,mes a mes,Si,transferencia,49.6,962.9,0.08701754385964912
0,Masculino,No,No,No,59,Si,Si,No,No,No,No,No,No,No,dos years,No,cheque por correo,25.0,1510.5,0.014124293785310734
0,Masculino,No,No,Si,30,No,sin servicio teleonico,DSL,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,44.5,1307.8,0.049444444444444444
0,Masculino,Si,Si,No,62,Si,Si,Fibra_optica,No,Si,No,No,No,Si,mes a mes,Si,transferencia,89.8,5629.55,0.04827956989247312
1,Masculino,No,Si,Si,2,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,19.85,35.9,0.33083333333333337
0,Femenino,No,No,No,18,Si,No,Fibra_optica,No,Si,Si,No,No,No,mes a mes,No,cheque electronico,77.8,1358.6,0.14407407407407408
0,Femenino,Si,Si,No,20,Si,No,DSL,No,Si,No,No,No,Si,mes a mes,Si,cheque electronico,60.0,1259.35,0.1
0,Masculino,No,No,Si,5,Si,No,DSL,No,No,No,Si,No,No,mes a mes,Si,transferencia,48.65,235.2,0.3243333333333333
1,Femenino,No,Si,No,42,Si,Si,Fibra_optica,No,No,Si,Si,No,No,mes a mes,Si,cheque electronico,84.3,3588.4,0.0669047619047619
0,Femenino,No,Si,Si,52,Si,Si,Fibra_optica,Si,Si,Si,No,No,Si,mes a mes,No,transferencia,98.15,4993.4,0.06291666666666668
0,Masculino,No,Si,Si,45,Si,No,No,No,No,No,No,No,No,dos years,No,cheque electronico,19.2,903.7,0.014222222222222221
0,Masculino,Si,Si,No,69,Si,Si,Fibra_optica,Si,No,Si,Si,Si,Si,un year,Si,cheque por correo,110.55,7610.1,0.05340579710144928
0,Femenino,No,No,No,36,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,un year,Si,transferencia,104.8,3886.45,0.09703703703703703
0,Femenino,Si,No,No,8,Si,No,Fibra_optica,No,No,Si,No,No,No,mes a mes,Si,transferencia,74.05,600.15,0.30854166666666666
0,Femenino,No,No,No,2,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,69.7,135.2,1.1616666666666666
0,Masculino,No,No,No,5,Si,No,DSL,No,No,Si,Si,No,No,mes a mes,No,cheque electronico,56.15,291.45,0.37433333333333335
1,Femenino,No,No,No,3,Si,No,DSL,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,55.3,196.15,0.6144444444444445
1,Femenino,No,Si,No,52,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,cheque electronico,105.05,5624.85,0.0673397435897436
0,Masculino,No,No,No,13,Si,No,No,No,No,No,No,No,No,mes a mes,Si,cheque electronico,20.4,251.65,0.052307692307692305
0,Femenino,No,Si,Si,38,Si,No,No,No,No,No,No,No,No,un year,No,tarjeta de credito,19.6,763.1,0.017192982456140354
0,Femenino,No,No,No,61,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,un year,Si,cheque electronico,103.95,6423.0,0.05680327868852459
1,Masculino,No,No,No,16,Si,No,No,No,No,No,No,No,No,mes a mes,No,transferencia,20.25,327.45,0.0421875
1,Femenino,No,Si,Si,35,Si,Si,DSL,Si,No,Si,Si,Si,No,mes a mes,No,cheque electronico,72.25,2568.55,0.0688095238095238
0,Femenino,No,No,Si,18,Si,Si,DSL,Si,No,No,No,No,No,mes a mes,No,cheque por correo,57.65,992.7,0.10675925925925926
0,Masculino,No,Si,Si,23,Si,Si,DSL,No,Si,No,Si,No,No,dos years,No,cheque por correo,59.7,1414.2,0.08652173913043479
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,No,transferencia,69.7,69.7,2.3233333333333333
0,Femenino,Si,No,No,46,Si,Si,DSL,No,No,Si,Si,No,Si,un year,Si,tarjeta de credito,69.1,3255.35,0.050072463768115937
0,Masculino,No,No,No,26,No,sin servicio teleonico,DSL,No,No,Si,Si,No,No,mes a mes,No,cheque electronico,35.75,1022.5,0.04583333333333333
1,Masculino,No,No,No,11,Si,No,Fibra_optica,No,Si,No,No,No,No,mes a mes,No,cheque electronico,74.95,815.5,0.22712121212121214
0,Femenino,No,Si,Si,35,Si,Si,DSL,Si,Si,No,No,No,No,mes a mes,Si,tarjeta de credito,59.45,2136.9,0.056619047619047624
1,Femenino,Si,No,No,6,Si,No,Fibra_optica,No,No,Si,No,No,No,mes a mes,No,cheque electronico,74.4,434.1,0.4133333333333334
0,Masculino,No,Si,No,31,Si,No,DSL,Si,Si,Si,Si,No,Si,un year,Si,tarjeta de credito,75.5,2424.45,0.08118279569892473
1,Masculino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,69.8,69.8,2.3266666666666667
1,Femenino,Si,No,No,38,Si,No,DSL,Si,Si,No,No,No,No,mes a mes,Si,tarjeta de credito,57.15,2250.65,0.05013157894736842
1,Femenino,No,No,No,2,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,No,transferencia,70.0,153.05,1.1666666666666667
0,Femenino,Si,Si,No,71,Si,Si,Fibra_optica,Si,No,No,No,No,No,dos years,Si,tarjeta de credito,80.7,5676.0,0.037887323943661975
1,Femenino,Si,No,No,16,Si,Si,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,84.75,1350.15,0.1765625
0,Masculino,No,Si,Si,42,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,20.25,854.9,0.01607142857142857
0,Masculino,No,No,No,56,Si,Si,No,No,No,No,No,No,No,dos years,Si,transferencia,25.95,1444.05,0.015446428571428571
0,Femenino,No,Si,No,18,Si,Si,Fibra_optica,No,No,No,Si,Si,No,mes a mes,Si,cheque electronico,88.85,1594.75,0.16453703703703704
0,Femenino,Si,No,No,13,Si,No,DSL,No,Si,Si,No,No,No,mes a mes,Si,cheque electronico,54.8,731.3,0.14051282051282052
0,Masculino,No,Si,No,42,Si,Si,DSL,Si,No,No,Si,Si,Si,un year,No,tarjeta de credito,80.45,3375.9,0.06384920634920635
1,Femenino,No,Si,No,59,Si,Si,Fibra_optica,No,Si,No,No,Si,Si,mes a mes,No,cheque electronico,101.1,6039.9,0.057118644067796605
0,Masculino,No,No,No,26,No,sin servicio teleonico,DSL,Si,Si,No,No,No,Si,mes a mes,Si,transferencia,44.65,1156.55,0.05724358974358974
0,Masculino,No,No,Si,54,Si,No,Fibra_optica,Si,Si,No,Si,Si,Si,un year,Si,cheque electronico,105.85,5826.65,0.0653395061728395
0,Masculino,No,No,No,40,Si,Si,No,No,No,No,No,No,No,dos years,Si,cheque por correo,24.6,973.95,0.0205
0,Masculino,No,Si,Si,8,Si,Si,DSL,Si,Si,No,Si,No,Si,dos years,Si,tarjeta de credito,76.15,645.8,0.3172916666666667
0,Femenino,Si,Si,No,25,Si,No,Fibra_optica,No,Si,Si,No,No,Si,mes a mes,No,transferencia,88.4,2191.15,0.11786666666666668
1,Femenino,No,No,No,2,Si,No,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,80.2,146.05,1.3366666666666667
0,Femenino,No,Si,Si,42,Si,No,No,No,No,No,No,No,No,un year,Si,cheque electronico,19.05,761.85,0.015119047619047619
0,Femenino,No,Si,Si,51,Si,Si,Fibra_optica,Si,No,No,Si,Si,No,un year,Si,cheque por correo,95.15,5000.05,0.06218954248366013
0,Femenino,No,Si,Si,58,Si,Si,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,25.15,1509.9,0.014454022988505746
0,Masculino,No,Si,No,12,Si,No,Fibra_optica,No,Si,No,No,No,Si,mes a mes,Si,tarjeta de credito,85.05,999.8,0.23625
0,Femenino,No,Si,Si,9,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,20.25,172.35,0.075
0,Femenino,No,No,No,2,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque electronico,45.55,84.4,0.7591666666666667
0,Femenino,No,Si,Si,46,Si,Si,No,No,No,No,No,No,No,un year,No,cheque por correo,24.95,1165.9,0.018079710144927534
1,Masculino,No,No,No,7,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque electronico,19.25,112.3,0.09166666666666666
0,Masculino,No,Si,Si,8,Si,No,DSL,No,No,No,No,No,No,un year,Si,cheque por correo,43.45,345.5,0.18104166666666668
0,Femenino,No,No,No,16,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,tarjeta de credito,74.75,1129.35,0.15572916666666667
0,Masculino,No,Si,Si,55,Si,No,DSL,Si,No,No,No,No,Si,un year,No,tarjeta de credito,59.45,3157.0,0.03603030303030303
1,Femenino,No,No,No,10,Si,Si,Fibra_optica,No,Si,No,No,No,No,mes a mes,Si,transferencia,80.05,830.7,0.2668333333333333
1,Femenino,No,No,No,16,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,No,cheque electronico,72.65,1194.3,0.15135416666666668
1,Femenino,No,No,No,5,Si,Si,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,85.2,474.8,0.5680000000000001
0,Femenino,No,No,No,52,Si,No,DSL,Si,No,Si,Si,No,No,un year,No,tarjeta de credito,57.95,3042.25,0.037147435897435896
1,Femenino,No,No,Si,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,69.65,69.65,2.3216666666666668
1,Masculino,Si,Si,No,70,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,cheque electronico,102.95,7101.5,0.049023809523809525
0,Femenino,No,Si,No,62,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,mes a mes,Si,cheque electronico,101.35,6164.7,0.05448924731182796
1,Masculino,Si,Si,No,49,Si,Si,Fibra_optica,No,Si,No,No,No,Si,mes a mes,No,tarjeta de credito,90.05,4547.25,0.06125850340136054
0,Masculino,No,No,No,4,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.75,78.3,0.16458333333333333
1,Femenino,No,Si,Si,17,Si,No,Fibra_optica,Si,No,No,Si,Si,No,mes a mes,No,cheque electronico,91.85,1574.45,0.18009803921568626
0,Masculino,No,Si,No,14,Si,Si,Fibra_optica,No,Si,Si,No,No,No,mes a mes,Si,cheque electronico,82.65,1185.0,0.19678571428571429
0,Femenino,No,No,No,59,Si,Si,DSL,Si,No,No,Si,No,Si,un year,No,transferencia,68.7,4070.95,0.0388135593220339
0,Femenino,No,No,No,47,Si,No,DSL,Si,Si,No,Si,No,No,un year,Si,cheque por correo,58.9,2813.05,0.04177304964539007
0,Femenino,No,Si,No,71,Si,Si,No,No,No,No,No,No,No,dos years,Si,transferencia,24.65,1710.15,0.011572769953051643
1,Masculino,No,Si,Si,47,Si,Si,Fibra_optica,No,No,Si,Si,Si,Si,mes a mes,Si,transferencia,107.35,5118.95,0.07613475177304964
0,Masculino,No,No,No,5,Si,Si,Fibra_optica,No,Si,Si,No,No,Si,mes a mes,No,cheque electronico,96.55,500.1,0.6436666666666666
1,Femenino,No,Si,No,11,Si,No,DSL,No,No,No,No,No,No,mes a mes,Si,cheque electronico,44.05,483.7,0.13348484848484848
0,Femenino,No,Si,Si,41,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,un year,Si,transferencia,109.1,4454.25,0.08869918699186992
0,Masculino,No,No,No,52,Si,No,DSL,Si,Si,No,No,Si,No,dos years,Si,tarjeta de credito,63.25,3342.45,0.0405448717948718
0,Masculino,No,No,No,9,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.4,181.8,0.07555555555555556
0,Femenino,No,No,No,9,Si,No,DSL,No,No,No,No,No,No,mes a mes,Si,cheque electronico,43.75,405.7,0.16203703703703703
1,Femenino,No,No,No,10,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,transferencia,80.25,846.0,0.2675
0,Masculino,No,No,Si,12,Si,No,No,No,No,No,No,No,No,dos years,No,transferencia,19.35,212.3,0.053750000000000006
1,Masculino,No,No,No,22,Si,No,DSL,No,Si,No,Si,No,No,un year,Si,tarjeta de credito,55.15,1193.05,0.08356060606060606
0,Masculino,No,Si,Si,52,Si,No,DSL,No,Si,Si,Si,Si,No,un year,Si,cheque electronico,68.75,3482.85,0.044070512820512824
1,Femenino,No,Si,Si,43,Si,No,DSL,No,No,No,No,Si,No,mes a mes,No,cheque electronico,56.15,2499.3,0.04352713178294573
0,Femenino,No,No,No,13,No,sin servicio teleonico,DSL,No,No,Si,No,Si,Si,mes a mes,No,cheque electronico,49.15,649.4,0.126025641025641
1,Femenino,No,No,No,3,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,75.8,246.3,0.8422222222222222
0,Masculino,Si,Si,No,16,Si,No,Fibra_optica,No,No,Si,Si,No,Si,mes a mes,Si,cheque electronico,91.55,1540.05,0.19072916666666667
0,Masculino,Si,Si,No,45,Si,Si,No,No,No,No,No,No,No,un year,No,tarjeta de credito,24.7,1174.35,0.018296296296296297
1,Femenino,No,Si,Si,4,Si,No,Fibra_optica,No,No,Si,No,No,No,mes a mes,Si,cheque electronico,73.75,325.45,0.6145833333333334
1,Femenino,No,No,No,3,Si,No,Fibra_optica,Si,Si,No,No,No,No,mes a mes,Si,cheque electronico,79.1,246.5,0.8788888888888888
1,Femenino,No,Si,No,6,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,cheque electronico,105.3,545.2,0.585
1,Femenino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,Si,cheque por correo,19.6,19.6,0.6533333333333334
0,Masculino,No,Si,No,70,Si,Si,No,No,No,No,No,No,No,dos years,No,transferencia,24.25,1724.15,0.011547619047619048
1,Femenino,No,Si,Si,3,No,sin servicio teleonico,DSL,Si,No,No,No,No,No,mes a mes,No,tarjeta de credito,29.7,91.7,0.33
1,Masculino,No,No,No,56,Si,Si,No,No,No,No,No,No,No,un year,No,cheque electronico,24.9,1334.0,0.01482142857142857
1,Masculino,Si,No,No,24,Si,Si,Fibra_optica,No,Si,No,No,Si,Si,mes a mes,Si,cheque electronico,101.25,2440.15,0.140625
1,Femenino,Si,Si,No,25,Si,No,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,cheque electronico,98.5,2514.5,0.13133333333333333
0,Femenino,No,No,No,53,No,sin servicio teleonico,DSL,Si,Si,Si,Si,Si,No,un year,Si,cheque electronico,53.6,2879.2,0.03371069182389937
1,Masculino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,69.85,69.85,2.328333333333333
1,Masculino,No,Si,Si,25,Si,No,Fibra_optica,No,No,No,No,Si,Si,un year,Si,cheque electronico,90.4,2178.6,0.12053333333333334
0,Masculino,No,Si,Si,8,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,transferencia,44.65,369.15,0.18604166666666666
0,Femenino,No,Si,Si,27,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,19.9,550.1,0.0245679012345679
0,Femenino,No,Si,No,60,No,sin servicio teleonico,DSL,Si,Si,Si,No,No,Si,un year,No,cheque electronico,50.05,2911.5,0.027805555555555556
0,Femenino,Si,No,No,20,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,81.45,1671.6,0.13575
1,Femenino,Si,No,No,56,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,un year,Si,transferencia,104.75,5510.65,0.06235119047619048
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,81.1,81.1,2.703333333333333
0,Femenino,No,No,No,42,Si,No,DSL,No,No,Si,Si,No,Si,dos years,No,tarjeta de credito,66.5,2762.75,0.05277777777777778
0,Femenino,No,No,No,16,Si,No,No,No,No,No,No,No,No,un year,No,transferencia,20.1,318.6,0.041875
0,Femenino,No,Si,Si,65,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,dos years,Si,tarjeta de credito,110.8,7245.9,0.05682051282051282
0,Femenino,Si,Si,No,20,Si,No,Fibra_optica,No,No,No,No,Si,Si,un year,Si,transferencia,91.0,1859.5,0.15166666666666667
0,Masculino,No,No,No,33,Si,No,Fibra_optica,Si,No,No,Si,Si,No,dos years,Si,cheque electronico,88.95,3027.65,0.08984848484848486
0,Masculino,No,Si,No,22,Si,No,No,No,No,No,No,No,No,mes a mes,Si,transferencia,20.45,471.55,0.030984848484848483
1,Masculino,No,No,No,8,No,sin servicio teleonico,DSL,Si,No,No,No,No,No,mes a mes,Si,cheque electronico,30.45,226.45,0.126875
0,Masculino,No,No,No,44,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,20.4,905.55,0.015454545454545453
0,Femenino,No,Si,Si,72,Si,Si,No,No,No,No,No,No,No,dos years,Si,transferencia,26.25,1988.05,0.012152777777777778
1,Masculino,No,No,No,7,Si,Si,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,93.85,635.6,0.44690476190476186
0,Femenino,No,Si,No,51,Si,Si,DSL,No,Si,No,Si,Si,Si,un year,Si,tarjeta de credito,78.65,3950.85,0.05140522875816994
0,Femenino,Si,No,No,69,Si,Si,Fibra_optica,Si,No,Si,Si,Si,Si,dos years,No,tarjeta de credito,110.25,7467.55,0.05326086956521739
1,Masculino,No,No,No,57,No,sin servicio teleonico,DSL,No,Si,No,No,Si,No,mes a mes,Si,cheque electronico,39.3,2111.45,0.022982456140350875
1,Masculino,No,No,Si,35,Si,No,Fibra_optica,No,No,Si,No,Si,No,un year,Si,cheque electronico,85.15,3030.6,0.0810952380952381
1,Femenino,No,Si,Si,2,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,No,cheque electronico,70.4,147.15,1.1733333333333333
1,Masculino,Si,No,No,15,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,79.4,1156.1,0.17644444444444446
0,Masculino,No,Si,Si,22,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,19.95,433.5,0.030227272727272728
0,Masculino,No,No,Si,53,Si,No,DSL,Si,Si,No,Si,No,No,un year,No,tarjeta de credito,62.85,3419.5,0.039528301886792454
0,Femenino,No,No,No,9,Si,No,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,cheque por correo,88.4,788.6,0.3274074074074074
0,Femenino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,Si,cheque por correo,20.35,20.35,0.6783333333333333
0,Masculino,No,Si,Si,32,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,18.95,613.95,0.01973958333333333
0,Masculino,No,Si,No,34,Si,Si,Fibra_optica,No,Si,No,No,No,Si,mes a mes,No,cheque por correo,88.85,3000.25,0.08710784313725489
0,Masculino,No,No,Si,54,Si,No,DSL,No,Si,Si,Si,No,No,un year,Si,cheque electronico,61.0,3283.05,0.037654320987654324
1,Femenino,No,Si,Si,6,Si,Si,Fibra_optica,No,No,No,Si,No,No,mes a mes,Si,cheque electronico,80.5,502.85,0.44722222222222224
0,Masculino,No,Si,Si,62,Si,No,No,No,No,No,No,No,No,un year,No,transferencia,19.95,1244.8,0.010725806451612903
1,Femenino,No,Si,Si,13,Si,No,DSL,No,No,No,No,No,Si,mes a mes,No,cheque electronico,55.95,734.35,0.14346153846153847
0,Femenino,No,Si,Si,30,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,19.3,602.9,0.021444444444444447
0,Masculino,No,Si,Si,55,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,19.5,1026.35,0.011818181818181818
0,Masculino,No,Si,Si,17,Si,Si,DSL,Si,No,Si,No,Si,No,un year,Si,transferencia,70.35,1201.65,0.13794117647058823
0,Femenino,No,Si,No,7,Si,No,DSL,Si,No,Si,Si,Si,Si,mes a mes,No,transferencia,81.25,580.1,0.3869047619047619
0,Femenino,No,Si,No,18,Si,No,Fibra_optica,No,No,Si,No,Si,Si,mes a mes,Si,tarjeta de credito,95.95,1745.5,0.1776851851851852
0,Femenino,No,Si,Si,6,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque por correo,45.5,285.2,0.25277777777777777
0,Masculino,No,No,No,53,Si,Si,DSL,No,Si,Si,Si,No,Si,dos years,Si,transferencia,73.9,3958.25,0.04647798742138365
1,Masculino,No,Si,No,16,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,transferencia,73.85,1284.2,0.15385416666666665
0,Masculino,No,Si,Si,45,Si,Si,No,No,No,No,No,No,No,dos years,No,cheque por correo,24.45,1088.25,0.01811111111111111
0,Femenino,Si,Si,No,64,Si,No,Fibra_optica,Si,Si,Si,No,No,Si,un year,No,transferencia,97.0,6430.9,0.050520833333333334
0,Femenino,No,No,No,18,No,sin servicio teleonico,DSL,Si,Si,No,Si,No,No,un year,Si,cheque por correo,40.2,711.95,0.07444444444444445
0,Masculino,No,Si,No,70,Si,Si,DSL,Si,No,Si,Si,No,Si,dos years,Si,tarjeta de credito,74.8,5315.8,0.03561904761904762
0,Masculino,No,No,No,69,Si,Si,No,No,No,No,No,No,No,dos years,No,transferencia,23.95,1713.1,0.011570048309178743
0,Femenino,No,Si,Si,40,Si,Si,Fibra_optica,No,Si,Si,No,Si,No,mes a mes,Si,tarjeta de credito,96.35,3915.4,0.08029166666666666
1,Femenino,No,Si,Si,21,Si,No,Fibra_optica,No,Si,Si,Si,Si,Si,mes a mes,Si,cheque electronico,102.8,2110.15,0.16317460317460317
1,Femenino,No,No,No,19,Si,Si,Fibra_optica,Si,Si,No,No,No,Si,mes a mes,Si,cheque electronico,95.15,1789.25,0.1669298245614035
0,Masculino,No,Si,Si,18,Si,No,Fibra_optica,Si,No,Si,No,Si,No,mes a mes,Si,cheque por correo,87.9,1500.5,0.1627777777777778
0,Masculino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,Si,cheque por correo,20.05,20.05,0.6683333333333333
1,Masculino,No,No,No,2,Si,Si,DSL,No,No,No,No,No,Si,mes a mes,No,transferencia,62.05,118.3,1.0341666666666667
0,Femenino,No,Si,No,33,No,sin servicio teleonico,DSL,Si,No,Si,Si,Si,Si,dos years,No,transferencia,59.55,2016.3,0.06015151515151515
1,Masculino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,Si,cheque por correo,19.3,19.3,0.6433333333333333
0,Femenino,Si,Si,Si,60,Si,No,DSL,Si,Si,Si,Si,No,Si,un year,Si,tarjeta de credito,74.85,4456.35,0.04158333333333333
0,Masculino,No,Si,No,72,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,dos years,Si,tarjeta de credito,109.75,7758.9,0.05081018518518519
1,Masculino,No,No,No,2,Si,No,DSL,No,No,No,No,No,No,mes a mes,Si,cheque por correo,45.0,96.45,0.75
